subject,crossover_operator,inheritance_rate,hybrid
Nashorn,Linked,0.012351,false
Nashorn,Two Point,0.836050,true
Nashorn,One Point,0.116970,true
Nashorn,Linked,0.808725,true
Nashorn,Two Point,0.049805,false
Nashorn,One Point,0.049805,false
Nashorn,Linked,0.001732,true
Nashorn,Two Point,0.801163,true
Nashorn,One Point,0.181914,false
Nashorn,Linked,0.818614,true
Nashorn,Two Point,0.006173,true
Nashorn,One Point,0.917695,true
Nashorn,Linked,0.970165,true
Nashorn,Two Point,0.055288,false
Nashorn,One Point,0.055288,false
Nashorn,Linked,0.055288,false
Nashorn,Two Point,0.862763,true
Nashorn,One Point,0.817475,true
Nashorn,Linked,0.887923,true
Nashorn,Two Point,0.056497,false
Nashorn,One Point,0.056497,false
Nashorn,Linked,0.056497,false
Nashorn,Two Point,0.719704,true
Nashorn,One Point,0.152174,false
Nashorn,Linked,0.732192,true
Nashorn,Two Point,0.909504,true
Nashorn,One Point,0.879036,false
Nashorn,Linked,0.882674,false
Nashorn,Two Point,0.000525,false
Nashorn,One Point,0.000525,false
Nashorn,Linked,0.098636,true
Nashorn,Two Point,0.195474,true
Nashorn,One Point,0.100273,true
Nashorn,Linked,0.180258,true
Nashorn,Two Point,0.106515,true
Nashorn,One Point,0.083247,false
Nashorn,Linked,0.060496,false
Nashorn,Two Point,0.071467,false
Nashorn,One Point,0.951639,false
Nashorn,Linked,0.082214,true
Nashorn,Two Point,0.000461,false
Nashorn,One Point,0.738710,true
Nashorn,Linked,0.811060,true
Nashorn,Two Point,0.097822,true
Nashorn,One Point,0.119194,true
Nashorn,Linked,0.675298,false
Nashorn,Two Point,0.784767,true
Nashorn,One Point,0.103194,true
Nashorn,Linked,0.823096,true
Nashorn,Two Point,0.096871,true
Nashorn,One Point,0.843978,true
Nashorn,Linked,0.004286,false
Nashorn,Two Point,0.005744,true
Nashorn,One Point,0.919060,false
Nashorn,Linked,0.133681,true
Nashorn,Two Point,0.112023,true
Nashorn,One Point,0.883871,false
Nashorn,Linked,0.110264,false
Nashorn,Two Point,0.790161,false
Nashorn,One Point,0.733666,false
Nashorn,Linked,0.163336,true
Nashorn,Two Point,0.175923,true
Nashorn,One Point,0.187306,true
Nashorn,Linked,0.959986,true
Nashorn,Two Point,0.844820,false
Nashorn,One Point,0.710267,true
Nashorn,Linked,0.952649,true
Nashorn,Two Point,0.010050,true
Nashorn,One Point,0.009631,false
Nashorn,Linked,0.170436,false
Nashorn,Two Point,0.056502,false
Nashorn,One Point,0.004933,false
Nashorn,Linked,0.805830,true
Nashorn,Two Point,0.720837,false
Nashorn,One Point,0.169348,true
Nashorn,Linked,0.012872,true
Nashorn,Two Point,0.148880,false
Nashorn,One Point,0.944664,true
Nashorn,Linked,0.050944,false
Nashorn,Two Point,0.120972,true
Nashorn,One Point,0.127913,false
Nashorn,Linked,0.824988,true
Nashorn,Two Point,0.006027,true
Nashorn,One Point,0.830783,true
Nashorn,Linked,0.878999,true
Nashorn,Two Point,0.235147,false
Nashorn,One Point,0.235147,false
Nashorn,Linked,0.235647,false
Nashorn,Two Point,0.002711,true
Nashorn,One Point,0.208366,true
Nashorn,Linked,0.003098,true
Nashorn,Two Point,0.268664,false
Nashorn,One Point,0.268664,false
Nashorn,Linked,0.009510,false
Closure,Two Point,0.426000,true
Closure,One Point,0.267333,true
Closure,Linked,0.614667,true
Closure,Two Point,0.083254,true
Closure,One Point,0.898076,true
Closure,Linked,0.866451,true
Closure,Two Point,0.833663,true
Closure,One Point,0.835644,true
Closure,Linked,0.860396,false
Closure,Two Point,0.109800,true
Closure,One Point,0.125454,true
Closure,Linked,0.951906,true
Closure,Two Point,0.812595,true
Closure,One Point,0.001013,false
Closure,Linked,0.001013,false
Closure,Two Point,0.001986,false
Closure,One Point,0.001986,false
Closure,Linked,0.001986,false
Closure,Two Point,0.803802,true
Closure,One Point,0.073411,true
Closure,Linked,0.920909,true
Closure,Two Point,0.000773,true
Closure,One Point,0.960062,false
Closure,Linked,0.982736,false
Closure,Two Point,0.906132,true
Closure,One Point,0.929021,false
Closure,Linked,0.839773,true
Closure,Two Point,0.000195,false
Closure,One Point,0.829854,false
Closure,Linked,0.000195,false
Closure,Two Point,0.887969,true
Closure,One Point,0.882519,false
Closure,Linked,0.809447,true
Closure,Two Point,0.719570,true
Closure,One Point,0.716843,false
Closure,Linked,0.005285,true
Closure,Two Point,0.002037,true
Closure,One Point,0.002037,true
Closure,Linked,0.984929,true
Closure,Two Point,0.001093,false
Closure,One Point,0.001093,false
Closure,Linked,0.927140,false
Closure,Two Point,0.001625,true
Closure,One Point,0.001625,true
Closure,Linked,0.821247,true
Closure,Two Point,0.981847,false
Closure,One Point,0.001121,false
Closure,Linked,0.001121,false
Closure,Two Point,0.082300,true
Closure,One Point,0.086184,true
Closure,Linked,0.684391,true
Closure,Two Point,0.133912,true
Closure,One Point,0.001388,true
Closure,Linked,0.001388,true
Closure,Two Point,0.898239,true
Closure,One Point,0.922434,true
Closure,Linked,0.091621,true
Closure,Two Point,0.091168,true
Closure,One Point,0.000379,false
Closure,Linked,0.094200,true
Closure,Two Point,0.055717,true
Closure,One Point,0.879839,true
Closure,Linked,0.001119,false
Closure,Two Point,0.053219,true
Closure,One Point,0.050628,false
Closure,Linked,0.854893,true
Closure,Two Point,0.000951,true
Closure,One Point,0.891532,true
Closure,Linked,0.000761,true
Closure,Two Point,0.042850,true
Closure,One Point,0.838124,true
Closure,Linked,0.000705,false
Closure,Two Point,0.102418,true
Closure,One Point,0.094696,true
Closure,Linked,0.000610,true
Closure,Two Point,0.001699,true
Closure,One Point,0.871283,true
Closure,Linked,0.001699,true
Closure,Two Point,0.127311,false
Closure,One Point,0.005882,false
Closure,Linked,0.128782,false
Closure,Two Point,0.001843,true
Closure,One Point,0.002252,true
Closure,Linked,0.916667,true
Closure,Two Point,0.731355,true
Closure,One Point,0.729207,true
Closure,Linked,0.874658,true
Closure,Two Point,0.780672,true
Closure,One Point,0.769338,true
Closure,Linked,0.000199,false
Closure,Two Point,0.102365,true
Closure,One Point,0.000194,false
Closure,Linked,0.000194,false
Closure,Two Point,0.004732,true
Closure,One Point,0.004732,true
Closure,Linked,0.134007,true
Closure,Two Point,0.087054,true
Closure,One Point,0.930080,true
Closure,Linked,0.928349,false
Closure,Two Point,0.115467,false
Closure,One Point,0.147487,true
Closure,Linked,0.154473,true
Closure,Two Point,0.104962,true
Closure,One Point,0.916748,true
Closure,Linked,0.932909,true
Closure,Two Point,0.917916,true
Closure,One Point,0.002141,true
Closure,Linked,0.002141,true
Closure,Two Point,0.002160,false
Closure,One Point,0.002592,false
Closure,Linked,0.180130,true
Closure,Two Point,0.800077,true
Closure,One Point,0.850010,true
Closure,Linked,0.807759,true
Closure,Two Point,0.000684,false
Closure,One Point,0.873519,false
Closure,Linked,0.943482,true
Closure,Two Point,0.878499,true
Closure,One Point,0.000988,true
Closure,Linked,0.001152,true
Closure,Two Point,0.004152,false
Closure,One Point,0.004152,false
Closure,Linked,0.004152,false
Closure,Two Point,0.912402,true
Closure,One Point,0.966113,false
Closure,Linked,0.965652,false
Closure,Two Point,0.842051,true
Closure,One Point,0.841436,true
Closure,Linked,0.875282,true
Closure,Two Point,0.174256,false
Closure,One Point,0.006308,false
Closure,Linked,0.006308,false
Closure,Two Point,0.049469,true
Closure,One Point,0.733945,false
Closure,Linked,0.041374,true
Closure,Two Point,0.048445,true
Closure,One Point,0.047015,true
Closure,Linked,0.973901,true
Closure,Two Point,0.089071,true
Closure,One Point,0.956508,true
Closure,Linked,0.959878,true
Closure,Two Point,0.120785,true
Closure,One Point,0.004363,false
Closure,Linked,0.120785,true
Closure,Two Point,0.001656,false
Closure,One Point,0.001449,false
Closure,Linked,0.092941,true
Closure,Two Point,0.079522,true
Closure,One Point,0.088042,true
Closure,Linked,0.964275,false
Closure,Two Point,0.100358,true
Closure,One Point,0.885902,false
Closure,Linked,0.886101,false
Closure,Two Point,0.824213,true
Closure,One Point,0.903543,true
Closure,Linked,0.000197,false
Closure,Two Point,0.795068,true
Closure,One Point,0.096768,true
Closure,Linked,0.927517,true
Closure,Two Point,0.163034,true
Closure,One Point,0.004962,false
Closure,Linked,0.004785,false
Closure,Two Point,0.076187,true
Closure,One Point,0.093532,true
Closure,Linked,0.004377,false
Closure,Two Point,0.118684,true
Closure,One Point,0.864277,false
Closure,Linked,0.134939,true
Closure,Two Point,0.815302,true
Closure,One Point,0.000180,false
Closure,Linked,0.041404,true
Closure,Two Point,0.077159,true
Closure,One Point,0.000957,false
Closure,Linked,0.881294,true
Closure,Two Point,0.767554,true
Closure,One Point,0.809606,true
Closure,Linked,0.002315,true
Closure,Two Point,0.806100,false
Closure,One Point,0.028322,false
Closure,Linked,0.029412,false
Closure,Two Point,0.093239,true
Closure,One Point,0.001730,true
Closure,Linked,0.873428,true
Closure,Two Point,0.899406,true
Closure,One Point,0.821095,false
Closure,Linked,0.899194,true
Closure,Two Point,0.113333,true
Closure,One Point,0.127475,true
Closure,Linked,0.877374,false
Closure,Two Point,0.127293,true
Closure,One Point,0.123072,true
Closure,Linked,0.127131,false
Closure,Two Point,0.168828,true
Closure,One Point,0.000879,false
Closure,Linked,0.207958,true
Closure,Two Point,0.168182,false
Closure,One Point,0.005579,false
Closure,Linked,0.190909,true
Closure,Two Point,0.000000,false
Closure,One Point,0.891682,true
Closure,Linked,0.885103,false
Closure,Two Point,0.001276,false
Closure,One Point,0.876063,false
Closure,Linked,0.098002,true
Closure,Two Point,0.000397,false
Closure,One Point,0.000397,false
Closure,Linked,0.985711,true
Closure,Two Point,0.952243,true
Closure,One Point,0.001861,false
Closure,Linked,0.001861,false
Closure,Two Point,0.173602,false
Closure,One Point,0.006040,false
Closure,Linked,0.174049,false
Closure,Two Point,0.928337,true
Closure,One Point,0.941686,true
Closure,Linked,0.925527,true
Closure,Two Point,0.080788,false
Closure,One Point,0.001576,false
Closure,Linked,0.669163,true
Closure,Two Point,0.000240,false
Closure,One Point,0.953136,false
Closure,Linked,0.952175,false
Closure,Two Point,0.005200,false
Closure,One Point,0.130971,true
Closure,Linked,0.855740,true
Closure,Two Point,0.927179,true
Closure,One Point,0.000672,true
Closure,Linked,0.946225,true
Closure,Two Point,0.099066,true
Closure,One Point,0.878160,false
Closure,Linked,0.876338,true
Closure,Two Point,0.221000,true
Closure,One Point,0.506000,true
Closure,Linked,0.349000,true
Closure,Two Point,0.138342,true
Closure,One Point,0.128079,false
Closure,Linked,0.106527,true
Closure,Two Point,0.733762,true
Closure,One Point,0.879267,false
Closure,Linked,0.901112,true
Closure,Two Point,0.081997,true
Closure,One Point,0.000737,true
Closure,Linked,0.911185,true
Closure,Two Point,0.001273,true
Closure,One Point,0.001273,true
Closure,Linked,0.820844,true
Closure,Two Point,0.763490,true
Closure,One Point,0.052437,false
Closure,Linked,0.738686,false
Closure,Two Point,0.159829,false
Closure,One Point,0.005444,false
Closure,Linked,0.166440,false
Closure,Two Point,0.121608,true
Closure,One Point,0.003169,false
Closure,Linked,0.003169,false
Closure,Two Point,0.000201,false
Closure,One Point,0.038082,true
Closure,Linked,0.825912,true
Closure,Two Point,0.840347,true
Closure,One Point,0.002510,false
Closure,Linked,0.097683,true
Closure,Two Point,0.001483,true
Closure,One Point,0.076454,true
Closure,Linked,0.814797,true
Closure,Two Point,0.023525,true
Closure,One Point,0.792639,true
Closure,Linked,0.768355,true
Closure,Two Point,0.860535,true
Closure,One Point,0.001383,false
Closure,Linked,0.964039,true
Closure,Two Point,0.001025,true
Closure,One Point,0.001025,true
Closure,Linked,0.001025,true
Closure,Two Point,0.001520,true
Closure,One Point,0.103573,true
Closure,Linked,0.001520,true
Closure,Two Point,0.001052,true
Closure,One Point,0.096109,true
Closure,Linked,0.129127,true
Closure,Two Point,0.001351,true
Closure,One Point,0.051727,true
Closure,Linked,0.822621,true
Closure,Two Point,0.891930,true
Closure,One Point,0.835379,true
Closure,Linked,0.851882,true
Closure,Two Point,0.002539,true
Closure,One Point,0.002369,true
Closure,Linked,0.813505,true
Closure,Two Point,0.952966,true
Closure,One Point,0.000473,false
Closure,Linked,0.935949,true
Closure,Two Point,0.052514,true
Closure,One Point,0.933496,true
Closure,Linked,0.958435,true
Closure,Two Point,0.127102,false
Closure,One Point,0.801241,true
Closure,Linked,0.855685,true
Closure,Two Point,0.001232,true
Closure,One Point,0.672417,true
Closure,Linked,0.676113,true
Closure,Two Point,0.823856,true
Closure,One Point,0.001149,true
Closure,Linked,0.114877,true
Closure,Two Point,0.003835,false
Closure,One Point,0.129839,true
Closure,Linked,0.129657,true
Closure,Two Point,0.000235,false
Closure,One Point,0.000235,false
Closure,Linked,0.952459,false
Closure,Two Point,0.113794,true
Closure,One Point,0.001684,true
Closure,Linked,0.059330,true
Closure,Two Point,0.065525,true
Closure,One Point,0.853601,true
Closure,Linked,0.005116,false
Closure,Two Point,0.000785,false
Closure,One Point,0.000785,false
Closure,Linked,0.967210,true
Closure,Two Point,0.027015,true
Closure,One Point,0.790632,true
Closure,Linked,0.738344,true
Closure,Two Point,0.051418,true
Closure,One Point,0.922988,true
Closure,Linked,0.977634,true
Closure,Two Point,0.808626,true
Closure,One Point,0.836911,false
Closure,Linked,0.005416,false
Closure,Two Point,0.755791,true
Closure,One Point,0.897109,true
Closure,Linked,0.894595,false
Closure,Two Point,0.000700,true
Closure,One Point,0.000700,true
Closure,Linked,0.039720,true
Closure,Two Point,0.910439,true
Closure,One Point,0.897920,true
Closure,Linked,0.001348,true
Closure,Two Point,0.005097,false
Closure,One Point,0.005097,false
Closure,Linked,0.180224,false
Closure,Two Point,0.738902,true
Closure,One Point,0.772195,true
Closure,Linked,0.796207,false
Closure,Two Point,0.885606,true
Closure,One Point,0.000473,false
Closure,Linked,0.945876,true
Closure,Two Point,0.005977,false
Closure,One Point,0.194664,false
Closure,Linked,0.200000,false
Closure,Two Point,0.122743,false
Closure,One Point,0.004969,false
Closure,Linked,0.130860,false
Closure,Two Point,0.778343,true
Closure,One Point,0.820089,false
Closure,Linked,0.821572,true
Closure,Two Point,0.756801,true
Closure,One Point,0.024564,true
Closure,Linked,0.848762,true
Closure,Two Point,0.949900,false
Closure,One Point,0.959654,true
Closure,Linked,0.971625,false
Closure,Two Point,0.768823,true
Closure,One Point,0.766702,true
Closure,Linked,0.028632,false
Closure,Two Point,0.177782,false
Closure,One Point,0.173077,true
Closure,Linked,0.180646,false
Closure,Two Point,0.000217,false
Closure,One Point,0.874050,true
Closure,Linked,0.986536,true
Closure,Two Point,0.001505,true
Closure,One Point,0.802708,true
Closure,Linked,0.766033,true
Closure,Two Point,0.654968,true
Closure,One Point,0.000912,true
Closure,Linked,0.893194,true
Closure,Two Point,0.048642,true
Closure,One Point,0.908852,true
Closure,Linked,0.045793,false
Closure,Two Point,0.147987,true
Closure,One Point,0.490751,true
Closure,Linked,0.376496,false
Closure,Two Point,0.645272,true
Closure,One Point,0.001879,false
Closure,Linked,0.652160,true
Closure,Two Point,0.744857,true
Closure,One Point,0.055869,true
Closure,Linked,0.000403,true
Closure,Two Point,0.049845,true
Closure,One Point,0.039017,true
Closure,Linked,0.672396,true
Closure,Two Point,0.000925,true
Closure,One Point,0.085799,true
Closure,Linked,0.000925,true
Closure,Two Point,0.843573,true
Closure,One Point,0.835815,true
Closure,Linked,0.156217,true
Closure,Two Point,0.154145,true
Closure,One Point,0.148618,true
Closure,Linked,0.147799,true
Closure,Two Point,0.001823,true
Closure,One Point,0.001620,true
Closure,Linked,0.114824,true
Closure,Two Point,0.872963,true
Closure,One Point,0.896182,true
Closure,Linked,0.143112,true
Closure,Two Point,0.551564,true
Closure,One Point,0.062116,true
Closure,Linked,0.625655,true
Closure,Two Point,0.001245,false
Closure,One Point,0.001245,false
Closure,Linked,0.071606,false
Closure,Two Point,0.136067,true
Closure,One Point,0.189905,false
Closure,Linked,0.189905,true
Closure,Two Point,0.161331,true
Closure,One Point,0.005821,false
Closure,Linked,0.172973,true
Closure,Two Point,0.098599,false
Closure,One Point,0.107759,true
Closure,Linked,0.107220,false
Closure,Two Point,0.500818,false
Closure,One Point,0.284779,true
Closure,Linked,0.483633,true
Closure,Two Point,0.901878,true
Closure,One Point,0.000999,true
Closure,Linked,0.000799,true
Closure,Two Point,0.821603,true
Closure,One Point,0.791306,true
Closure,Linked,0.145088,true
Closure,Two Point,0.078250,true
Closure,One Point,0.001669,true
Closure,Linked,0.001669,true
Closure,Two Point,0.004990,false
Closure,One Point,0.005151,true
Closure,Linked,0.004185,true
Closure,Two Point,0.182194,true
Closure,One Point,0.005877,false
Closure,Linked,0.183065,false
Closure,Two Point,0.001392,true
Closure,One Point,0.001392,true
Closure,Linked,0.927842,true
Closure,Two Point,0.000507,false
Closure,One Point,0.000507,false
Closure,Linked,0.103448,false
Closure,Two Point,0.889528,true
Closure,One Point,0.082065,true
Closure,Linked,0.982176,true
Closure,Two Point,0.001452,true
Closure,One Point,0.001245,true
Closure,Linked,0.001452,true
Closure,Two Point,0.002019,true
Closure,One Point,0.002019,true
Closure,Linked,0.790342,true
Closure,Two Point,0.885834,false
Closure,One Point,0.886464,false
Closure,Linked,0.903253,true
Closure,Two Point,0.924362,true
Closure,One Point,0.045157,true
Closure,Linked,0.906299,true
Closure,Two Point,0.737447,true
Closure,One Point,0.000383,false
Closure,Linked,0.043503,true
Closure,Two Point,0.086120,true
Closure,One Point,0.001254,true
Closure,Linked,0.988085,true
Closure,Two Point,0.824065,true
Closure,One Point,0.824065,true
Closure,Linked,0.005789,false
Closure,Two Point,0.092382,true
Closure,One Point,0.001543,false
Closure,Linked,0.885439,true
Closure,Two Point,0.001775,true
Closure,One Point,0.001775,true
Closure,Linked,0.103965,true
Closure,Two Point,0.894190,true
Closure,One Point,0.860962,true
Closure,Linked,0.893447,true
Closure,Two Point,0.001650,true
Closure,One Point,0.925552,false
Closure,Linked,0.151990,true
Closure,Two Point,0.045967,true
Closure,One Point,0.878698,true
Closure,Linked,0.954246,true
Closure,Two Point,0.884888,true
Closure,One Point,0.820757,true
Closure,Linked,0.833907,false
Closure,Two Point,0.001257,false
Closure,One Point,0.001676,true
Closure,Linked,0.052995,true
Closure,Two Point,0.005187,false
Closure,One Point,0.005545,false
Closure,Linked,0.164729,false
Closure,Two Point,0.080971,true
Closure,One Point,0.926293,true
Closure,Linked,0.906981,true
Closure,Two Point,0.049941,false
Closure,One Point,0.932461,true
Closure,Linked,0.935791,true
Closure,Two Point,0.776435,true
Closure,One Point,0.841088,true
Closure,Linked,0.800806,true
Closure,Two Point,0.671734,true
Closure,One Point,0.000000,false
Closure,Linked,0.081252,true
Closure,Two Point,0.765491,true
Closure,One Point,0.003335,false
Closure,Linked,0.114271,true
Closure,Two Point,0.671282,true
Closure,One Point,0.001026,true
Closure,Linked,0.648205,true
Closure,Two Point,0.100267,true
Closure,One Point,0.732047,true
Closure,Linked,0.003629,true
Closure,Two Point,0.940645,true
Closure,One Point,0.898447,true
Closure,Linked,0.870624,true
Closure,Two Point,0.000805,true
Closure,One Point,0.000805,true
Closure,Linked,0.827163,true
Closure,Two Point,0.151428,false
Closure,One Point,0.004698,true
Closure,Linked,0.162812,false
Closure,Two Point,0.001579,true
Closure,One Point,0.793509,true
Closure,Linked,0.718246,true
Closure,Two Point,0.001358,true
Closure,One Point,0.061288,false
Closure,Linked,0.001358,true
Closure,Two Point,0.795666,true
Closure,One Point,0.795450,true
Closure,Linked,0.123944,true
Closure,Two Point,0.004586,false
Closure,One Point,0.004586,false
Closure,Linked,0.163435,false
Closure,Two Point,0.909153,true
Closure,One Point,0.891211,true
Closure,Linked,0.896888,true
Closure,Two Point,0.074939,false
Closure,One Point,0.213606,true
Closure,Linked,0.086916,true
Closure,Two Point,0.828263,true
Closure,One Point,0.097805,true
Closure,Linked,0.304005,true
Closure,Two Point,0.516912,true
Closure,One Point,0.450735,true
Closure,Linked,0.369118,true
Closure,Two Point,0.087583,true
Closure,One Point,0.001821,false
Closure,Linked,0.684272,true
Closure,Two Point,0.000997,true
Closure,One Point,0.095333,true
Closure,Linked,0.120662,true
Closure,Two Point,0.161576,true
Closure,One Point,0.155665,false
Closure,Linked,0.795468,false
Closure,Two Point,0.986795,true
Closure,One Point,0.026891,false
Closure,Linked,0.813445,false
Closure,Two Point,0.003210,true
Closure,One Point,0.002918,true
Closure,Linked,0.003210,true
Closure,Two Point,0.090156,true
Closure,One Point,0.000920,true
Closure,Linked,0.086109,true
Closure,Two Point,0.001805,true
Closure,One Point,0.675542,true
Closure,Linked,0.001805,true
Closure,Two Point,0.801151,true
Closure,One Point,0.835251,true
Closure,Linked,0.827792,true
Closure,Two Point,0.000416,true
Closure,One Point,0.862521,true
Closure,Linked,0.911606,true
Closure,Two Point,0.792795,true
Closure,One Point,0.000625,false
Closure,Linked,0.892753,true
Closure,Two Point,0.092403,true
Closure,One Point,0.001342,true
Closure,Linked,0.001342,true
Closure,Two Point,0.914374,false
Closure,One Point,0.834953,true
Closure,Linked,0.969597,true
Closure,Two Point,0.008021,true
Closure,One Point,0.581996,true
Closure,Linked,0.008021,true
Closure,Two Point,0.806133,true
Closure,One Point,0.000593,false
Closure,Linked,0.079723,true
Closure,Two Point,0.081234,true
Closure,One Point,0.135788,true
Closure,Linked,0.003130,false
Closure,Two Point,0.119061,true
Closure,One Point,0.128997,true
Closure,Linked,0.003794,false
Closure,Two Point,0.351464,true
Closure,One Point,0.004184,false
Closure,Linked,0.896444,true
Closure,Two Point,0.770587,true
Closure,One Point,0.750436,true
Closure,Linked,0.819221,true
Closure,Two Point,0.000400,false
Closure,One Point,0.855287,true
Closure,Linked,0.857086,true
Closure,Two Point,0.130661,false
Closure,One Point,0.147094,false
Closure,Linked,0.163727,true
Closure,Two Point,0.002507,false
Closure,One Point,0.002314,false
Closure,Linked,0.876591,true
Closure,Two Point,0.001559,true
Closure,One Point,0.877241,true
Closure,Linked,0.001364,true
Closure,Two Point,0.874972,true
Closure,One Point,0.001337,true
Closure,Linked,0.903053,true
Closure,Two Point,0.003031,false
Closure,One Point,0.003031,false
Closure,Linked,0.157001,false
Closure,Two Point,0.760878,true
Closure,One Point,0.893916,true
Closure,Linked,0.852330,true
Closure,Two Point,0.053592,true
Closure,One Point,0.050452,true
Closure,Linked,0.000589,true
Closure,Two Point,0.686057,true
Closure,One Point,0.117558,true
Closure,Linked,0.698512,true
Closure,Two Point,0.898577,true
Closure,One Point,0.906139,true
Closure,Linked,0.137900,true
Closure,Two Point,0.799021,true
Closure,One Point,0.856024,false
Closure,Linked,0.856415,true
Closure,Two Point,0.001755,false
Closure,One Point,0.001755,false
Closure,Linked,0.127660,true
Closure,Two Point,0.141769,false
Closure,One Point,0.154589,false
Closure,Linked,0.142512,false
Closure,Two Point,0.000598,false
Closure,One Point,0.893519,false
Closure,Linked,0.934995,true
Closure,Two Point,0.831352,true
Closure,One Point,0.001121,true
Closure,Linked,0.875308,true
Closure,Two Point,0.131639,true
Closure,One Point,0.977739,true
Closure,Linked,0.082910,true
Closure,Two Point,0.000742,false
Closure,One Point,0.000742,false
Closure,Linked,0.762992,true
Closure,Two Point,0.000367,false
Closure,One Point,0.000550,false
Closure,Linked,0.765040,true
Closure,Two Point,0.159992,true
Closure,One Point,0.188027,true
Closure,Linked,0.858558,true
Closure,Two Point,0.075078,true
Closure,One Point,0.002073,true
Closure,Linked,0.002221,true
Closure,Two Point,0.096879,false
Closure,One Point,0.873273,true
Closure,Linked,0.003752,false
Closure,Two Point,0.000201,false
Closure,One Point,0.926565,true
Closure,Linked,0.961477,false
Closure,Two Point,0.728554,true
Closure,One Point,0.042804,true
Closure,Linked,0.115035,true
Closure,Two Point,0.162458,false
Closure,One Point,0.005285,false
Closure,Linked,0.169309,true
Closure,Two Point,0.179953,true
Closure,One Point,0.005770,false
Closure,Linked,0.174610,true
Closure,Two Point,0.001476,true
Closure,One Point,0.882985,true
Closure,Linked,0.852203,true
Closure,Two Point,0.001183,true
Closure,One Point,0.888035,true
Closure,Linked,0.917997,true
Closure,Two Point,0.001327,false
Closure,One Point,0.686909,true
Closure,Linked,0.001327,false
Closure,Two Point,0.005659,false
Closure,One Point,0.005659,false
Closure,Linked,0.181513,true
Closure,Two Point,0.170529,true
Closure,One Point,0.101425,true
Closure,Linked,0.098873,true
Closure,Two Point,0.863647,true
Closure,One Point,0.000911,true
Closure,Linked,0.938083,true
Closure,Two Point,0.738619,true
Closure,One Point,0.864953,true
Closure,Linked,0.805053,true
Closure,Two Point,0.173008,true
Closure,One Point,0.170696,true
Closure,Linked,0.171957,true
Closure,Two Point,0.723137,true
Closure,One Point,0.023333,false
Closure,Linked,0.882549,true
Closure,Two Point,0.002442,false
Closure,One Point,0.002442,false
Closure,Linked,0.163988,true
Closure,Two Point,0.005253,false
Closure,One Point,0.173930,true
Closure,Linked,0.180739,false
Closure,Two Point,0.000989,true
Closure,One Point,0.851632,true
Closure,Linked,0.838971,true
Closure,Two Point,0.698724,true
Closure,One Point,0.872424,true
Closure,Linked,0.940137,false
Closure,Two Point,0.114569,true
Closure,One Point,0.004010,false
Closure,Linked,0.123162,true
Closure,Two Point,0.000795,false
Closure,One Point,0.000636,false
Closure,Linked,0.000636,false
Closure,Two Point,0.001452,true
Closure,One Point,0.859751,true
Closure,Linked,0.894398,false
Closure,Two Point,0.004021,false
Closure,One Point,0.005361,false
Closure,Linked,0.153795,true
Closure,Two Point,0.891846,true
Closure,One Point,0.096298,false
Closure,Linked,0.954512,false
Closure,Two Point,0.001024,true
Closure,One Point,0.811630,true
Closure,Linked,0.977887,true
Closure,Two Point,0.020000,true
Closure,One Point,0.020000,true
Closure,Linked,0.020769,true
Closure,Two Point,0.825756,false
Closure,One Point,0.794460,true
Closure,Linked,0.973144,true
Closure,Two Point,0.809175,false
Closure,One Point,0.948191,true
Closure,Linked,0.944631,true
Closure,Two Point,0.160383,true
Closure,One Point,0.003828,false
Closure,Linked,0.003828,false
Closure,Two Point,0.002815,true
Closure,One Point,0.002815,true
Closure,Linked,0.002815,true
Closure,Two Point,0.819836,true
Closure,One Point,0.834151,true
Closure,Linked,0.862577,true
Closure,Two Point,0.683707,false
Closure,One Point,0.558707,true
Closure,Linked,0.167876,true
Closure,Two Point,0.130211,true
Closure,One Point,0.004185,false
Closure,Linked,0.150008,true
Closure,Two Point,0.041416,true
Closure,One Point,0.051205,false
Closure,Linked,0.907003,true
Closure,Two Point,0.462547,true
Closure,One Point,0.025281,false
Closure,Linked,0.610487,true
Closure,Two Point,0.000878,true
Closure,One Point,0.829238,true
Closure,Linked,0.894875,true
Closure,Two Point,0.782172,true
Closure,One Point,0.811885,true
Closure,Linked,0.117867,true
Closure,Two Point,0.005245,false
Closure,One Point,0.118822,true
Closure,Linked,0.133952,true
Closure,Two Point,0.855442,false
Closure,One Point,0.096372,true
Closure,Linked,0.880952,false
Closure,Two Point,0.850020,true
Closure,One Point,0.851422,false
Closure,Linked,0.752903,true
Closure,Two Point,0.118016,true
Closure,One Point,0.845821,true
Closure,Linked,0.842139,true
Closure,Two Point,0.044124,true
Closure,One Point,0.000900,true
Closure,Linked,0.894417,true
Closure,Two Point,0.000812,true
Closure,One Point,0.000812,true
Closure,Linked,0.082843,true
Closure,Two Point,0.125670,true
Closure,One Point,0.856219,false
Closure,Linked,0.004990,false
Closure,Two Point,0.107275,true
Closure,One Point,0.146065,true
Closure,Linked,0.836303,true
Closure,Two Point,0.053203,true
Closure,One Point,0.051652,true
Closure,Linked,0.056528,true
Closure,Two Point,0.006036,false
Closure,One Point,0.179565,true
Closure,Linked,0.185600,false
Closure,Two Point,0.001296,true
Closure,One Point,0.094577,true
Closure,Linked,0.170091,true
Closure,Two Point,0.001295,true
Closure,One Point,0.684688,true
Closure,Linked,0.001295,true
Closure,Two Point,0.092475,true
